lat,lon,index
1.157410131709276,103.60433995145324,0
1.1592082104638055,103.60433995145324,1
1.161006289218335,103.60433995145324,2
1.1628043679728646,103.60433995145324,3
1.164602446727394,103.60433995145324,4
1.1664005254819236,103.60433995145324,5
1.1681986042364532,103.60433995145324,6
1.1699966829909827,103.60433995145324,7
1.1717947617455122,103.60433995145324,8
1.1735928405000418,103.60433995145324,9
1.1753909192545713,103.60433995145324,10
1.1771889980091008,103.60433995145324,11
1.1789870767636303,103.60433995145324,12
1.1807851555181599,103.60433995145324,13
1.1825832342726894,103.60433995145324,14
1.184381313027219,103.60433995145324,15
1.1861793917817485,103.60433995145324,16
1.187977470536278,103.60433995145324,17
1.1897755492908075,103.60433995145324,18
1.191573628045337,103.60433995145324,19
1.1933717067998666,103.60433995145324,20
1.1951697855543961,103.60433995145324,21
1.1969678643089257,103.60433995145324,22
1.1987659430634552,103.60433995145324,23
1.2005640218179847,103.60433995145324,24
1.2023621005725142,103.60433995145324,25
1.2041601793270438,103.60433995145324,26
1.2059582580815733,103.60433995145324,27
1.2077563368361028,103.60433995145324,28
1.2095544155906324,103.60433995145324,29
1.211352494345162,103.60433995145324,30
1.2131505730996914,103.60433995145324,31
1.214948651854221,103.60433995145324,32
1.2167467306087505,103.60433995145324,33
1.21854480936328,103.60433995145324,34
1.2203428881178096,103.60433995145324,35
1.222140966872339,103.60433995145324,36
1.2239390456268686,103.60433995145324,37
1.2257371243813981,103.60433995145324,38
1.2275352031359277,103.60433995145324,39
1.2293332818904572,103.60433995145324,40
1.2311313606449867,103.60433995145324,41
1.2329294393995163,103.60433995145324,42
1.2347275181540458,103.60433995145324,43
1.2365255969085753,103.60433995145324,44
1.2383236756631049,103.60433995145324,45
1.2401217544176344,103.60433995145324,46
1.241919833172164,103.60433995145324,47
1.2437179119266935,103.60433995145324,48
1.245515990681223,103.60433995145324,49
1.2473140694357525,103.60433995145324,50
1.249112148190282,103.60433995145324,51
1.2509102269448116,103.60433995145324,52
1.252708305699341,103.60433995145324,53
1.2545063844538706,103.60433995145324,54
1.2563044632084002,103.60433995145324,55
1.2581025419629297,103.60433995145324,56
1.2599006207174592,103.60433995145324,57
1.2616986994719888,103.60433995145324,58
1.2634967782265183,103.60433995145324,59
1.2652948569810478,103.60433995145324,60
1.2670929357355774,103.60433995145324,61
1.2688910144901069,103.60433995145324,62
1.2706890932446364,103.60433995145324,63
1.272487171999166,103.60433995145324,64
1.2742852507536955,103.60433995145324,65
1.276083329508225,103.60433995145324,66
1.2778814082627545,103.60433995145324,67
1.279679487017284,103.60433995145324,68
1.2814775657718136,103.60433995145324,69
1.2832756445263431,103.60433995145324,70
1.2850737232808727,103.60433995145324,71
1.2868718020354022,103.60433995145324,72
1.2886698807899317,103.60433995145324,73
1.2904679595444613,103.60433995145324,74
1.2922660382989908,103.60433995145324,75
1.2940641170535203,103.60433995145324,76
1.2958621958080498,103.60433995145324,77
1.2976602745625794,103.60433995145324,78
1.299458353317109,103.60433995145324,79
1.3012564320716384,103.60433995145324,80
1.303054510826168,103.60433995145324,81
1.3048525895806975,103.60433995145324,82
1.306650668335227,103.60433995145324,83
1.3084487470897566,103.60433995145324,84
1.310246825844286,103.60433995145324,85
1.3120449045988156,103.60433995145324,86
1.3138429833533452,103.60433995145324,87
1.3156410621078747,103.60433995145324,88
1.3174391408624042,103.60433995145324,89
1.3192372196169337,103.60433995145324,90
1.3210352983714633,103.60433995145324,91
1.3228333771259928,103.60433995145324,92
1.3246314558805223,103.60433995145324,93
1.3264295346350519,103.60433995145324,94
1.3282276133895814,103.60433995145324,95
1.330025692144111,103.60433995145324,96
1.3318237708986405,103.60433995145324,97
